id,zipcode,lotlen,lotwidth,lotarea,housearea,gardensize,balcony,xcoor,ycoor,buildyear,bathrooms,taxvalue,retailvalue,energyeff,monument
332941,3500,19.1,7.0,133.3,155.25,64.4,2,2915.0,5961.0,2016,1,713000.0,770000.0,1,0
713455,3500,18.2,6.6,122.1,120.6,56.6,1,2819.0,5807.0,2003,1,591000.0,617000.0,0,0
731852,3500,16.6,10.7,180.4,198.0,75.3,1,2664.0,5711.0,1987,1,942000.0,930000.0,0,1
320263,3528,14.1,5.9,78.6,115.2,9.8,0,2408.0,5161.0,1943,1,525000.0,720000.0,0,1
571596,3500,15.5,7.9,125.3,109.35,43.8,1,2552.0,5951.0,2009,1,539000.0,561000.0,1,0
912360,3800,16.2,6.7,111.2,118.8,51.8,1,2617.0,5258.0,1946,1,573000.0,717000.0,0,1
362888,3525,14.1,10.7,152.3,196.2,21.6,2,2401.0,5566.0,1979,2,888000.0,1037000.0,1,1
771022,3525,14.0,8.7,120.4,124.2,20.8,1,2400.0,5718.0,1987,2,577000.0,754000.0,1,0
551045,3528,14.1,5.8,85.4,130.5,18.0,1,2409.0,5018.0,1922,1,596000.0,792000.0,0,1
563919,3500,17.2,8.1,138.5,180.0,55.4,1,2717.0,5761.0,1993,2,862000.0,891000.0,1,0
573843,3500,18.1,7.1,129.2,159.75,61.9,2,2807.0,5811.0,2001,1,750000.0,801000.0,0,0
732759,3525,12.7,7.5,89.5,99.9,7.2,0,2267.0,5803.0,2003,1,465000.0,552000.0,0,0
452130,3528,12.5,6.8,80.6,148.5,20.3,2,2253.0,5158.0,1940,2,655000.0,869000.0,1,1
861684,3800,17.0,8.4,139.4,113.4,51.9,1,2701.0,5610.0,1986,1,562000.0,686000.0,0,0
192884,3800,19.5,10.7,205.7,238.5,110.2,2,2951.0,5461.0,1963,2,1154000.0,1321000.0,1,1
941563,3800,19.1,6.5,128.0,146.25,58.2,2,2911.0,5166.0,1936,2,686000.0,818000.0,1,1
981207,3528,10.5,5.3,56.2,112.5,5.3,0,2053.0,5065.0,1937,1,499000.0,649000.0,0,1
270091,3800,18.2,8.4,157.3,113.4,59.8,2,2818.0,5510.0,1974,1,585000.0,660000.0,0,0
383750,3800,16.1,6.4,106.3,111.6,38.6,1,2607.0,5211.0,1940,1,531000.0,704000.0,0,1
701199,3528,14.6,10.3,150.4,234.0,21.8,1,2458.0,5409.0,1963,1,1042000.0,1232000.0,0,1
961888,3525,10.7,8.3,94.6,182.25,17.8,2,2067.0,5720.0,1990,1,813000.0,921000.0,0,0
